"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3240000","324000003720150001","20150205","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 천호대로***길 ** *층층 (천호동)","05328","몽몽","20161130133810","I","2021-12-04 22:07:00.0","","211068.099980678","448520.573706078","","","","",""
"3130000","313000003720150001","20150204","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-338-2475","0","","서울특별시 마포구 서교동 ***-*번지","서울특별시 마포구 양화로 *** (서교동)","04038","홍대아이엠 중성화 진료수술센터","20200619180536","U","2021-12-04 22:07:00.0","","192912.154802425","450205.198838492","","","","",""
"3220000","322000003720150002","20150126","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강남구 삼성동 ***-**번지 지항*층","서울특별시 강남구 봉은사로**길 ** 지하*층 (삼성동)","06154","도그드림","20180620130906","I","2021-12-04 22:07:00.0","","204532.258495334","445445.47363118","","","","",""
"3040000","304000003720150002","20150123","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","497-4111","0","","서울특별시 광진구 자양동 ***-**번지","서울특별시 광진구 자양로 ** 지하 * *층 (자양동)","05052","주식회사 컴투펫","20190311105529","U","2021-12-04 22:07:00.0","","207479.773457925","447846.233112232","","","","",""
"3040000","304000003720150001","20150120","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","447-3032","0","","서울특별시 광진구 자양동 ***-**번지","서울특별시 광진구 자양로**길 ** (자양동)","05057","오라펫","20180806140537","U","2021-12-04 22:07:00.0","","207009.585881564","448089.06649761","","","","",""
"3120000","312000003720150001","20150120","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 서대문구 북가좌동 ***-**번지","서울특별시 서대문구 응암로 ** *층 (북가좌동)","03691","두리틀펫샵","20181031143915","U","2021-12-04 22:07:00.0","","192061.097984861","452967.975210553","","","","",""
"3220000","322000003720150001","20150116","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강남구 청담동 *-*번지","서울특별시 강남구 도산대로**길 ** (청담동)","06063","Like dog(라이크독)","20180817113920","I","2021-12-04 22:07:00.0","","204082.98478138","446740.152849299","","","","",""
"3080000","308000003720140004","20150113","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강북구 수유동 ***-* 유정빌딩 *층","서울특별시 강북구 화계사길 ** *층 (수유동 유정빌딩)","01095","헤르젠 말티즈.요크셔테리어","20201020172626","U","2021-12-04 22:07:00.0","","201032.057610854","459020.916319257","","","","",""
"3100000","310000003720150002","20150112","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","908-7585","0","","서울특별시 노원구 상계동 ***-*번지 주공*단지상가 ***동 ***호","서울특별시 노원구 동일로 **** ***동 ***호 (상계동 주공*단지상가)","01756","시마동물병원","20171208173853","I","2021-12-04 22:07:00.0","","205421.148836089","460856.264207739","","","","",""
"3100000","310000003720150001","20150108","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","2092-2056","0","","서울특별시 노원구 중계동 *** 롯데마트 *층","서울특별시 노원구 노원로 *** 롯데마트 *층 (중계동)","01746","경기관상어","20210216174124","U","2021-12-04 22:07:00.0","","206204.445134058","460466.440748874","","","","",""
"3100000","310000004520150001","20150108","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2092-2056","0","","서울특별시 노원구 중계동 *** 롯데마트 *층","서울특별시 노원구 노원로 *** 롯데마트 *층 (중계동)","01746","경기관상어","20220428181102","D","2021-10-30 23:03:00.0","","206204.445134058","460466.440748874","","","","",""
"3150000","315000003720140006","20141224","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-518-7500","0","","","서울특별시 강서구 화곡로 *** (등촌동)","07590","강서YD동물의료센터","20200528101332","U","2021-12-04 22:07:00.0","","186868.771611134","450531.905642082","","","","",""
"3070000","307000003720140006","20141205","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 성북구 동선동*가 **번지","서울특별시 성북구 동소문로**길 ** (동선동*가)","02845","강냥이네","20141230104758","I","2021-12-04 22:07:00.0","","201557.953080348","454312.798721135","","","","",""
"3230000","323000003720140013","20141205","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 송파동 *-*번지 *층 ***호","서울특별시 송파구 송파대로**길 * *층 ***호 (송파동)","05624","펫스토리","20170117174530","I","2021-12-04 22:07:00.0","","209208.378991323","445147.765767223","","","","",""
"3060000","306000003720140006","20141203","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3421-7588","0","","서울특별시 중랑구 신내동 ***번지 금강리빙스텔 ***호","서울특별시 중랑구 신내로 *** ***호 (신내동 금강리빙스텔)","02024","쥬라기동물병원","20160607132612","I","2021-12-04 22:07:00.0","","208112.860200669","457113.638411288","","","","",""
"3200000","320000003720140004","20141202","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-888-9788","0","","서울특별시 관악구 봉천동 **-**번지","서울특별시 관악구 은천로 *** (봉천동)","08744","커플애견할인점","20190702103522","U","2021-12-04 22:07:00.0","","195953.943419932","442611.73341587","","","","",""
"3130000","313000003720140006","20141201","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 마포구 서교동 ***번지","서울특별시 마포구 양화로 ** (서교동 메세나폴리리스 B***호)","04036","메세나프렌즈 동물병원","20190527131136","U","2021-12-04 22:07:00.0","","192311.642580307","449855.643910445","","","","",""
"3110000","311000003720140008","20141127","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-308-8494","0","","서울특별시 은평구 수색동 **-**번지 ***호","서울특별시 은평구 수색로 ***-* ***호 (수색동)","03505","디지탈디자인(INTERZOO)","20150807162603","I","2021-12-04 22:07:00.0","","191040.327177392","452926.321686795","","","","",""
"3230000","323000003720140012","20141125","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 송파동 ***-**번지","서울특별시 송파구 가락로 *** (송파동)","05675","SEXY멍","20160427142426","I","2021-12-04 22:07:00.0","","209864.449512227","444496.871844114","","","","",""
"3210000","321000003720140004","20141121","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-380-5678","0","","서울특별시 서초구 반포동","서울특별시 서초구 사평대로 *** FP***호 (반포동)","06545","오픈주 센트럴시티점","20200527145502","U","2021-12-04 22:07:00.0","","200514.002958761","444644.771176041","","","","",""
"3220000","322000003720140006","20141118","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-6253-0662","0","","서울특별시 강남구 청담동 ***-*번지 *층 ***호","서울특별시 강남구 학동로***길 * *층 ***호 (청담동)","06075","브레빠몽슈슈","20160719150937","I","2021-12-04 22:07:00.0","","205024.620583807","446516.758470942","","","","",""
"3230000","323000003720140011","20141112","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2066-4730","0","","서울특별시 송파구 잠실동 **-*번지","서울특별시 송파구 올림픽로 *** 롯데마트 지하*층 (잠실동)","05554","경기관상어","20161122131229","I","2021-12-04 22:07:00.0","","208589.363343145","445455.90405262","","","","",""
"3060000","306000003720140005","20141110","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3421-9075","0","","서울특별시 중랑구 신내동 ***번지 홈플러스 *층","서울특별시 중랑구 신내로 *** *층 (신내동 홈플러스)","02024","도그플러스동물병원","20190906093619","U","2021-12-04 22:07:00.0","","208208.786684767","457054.793655589","","","","",""
"3070000","307000003720140005","20141110","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","921-6654","0","","서울특별시 성북구 동소문동*가 ***번지","서울특별시 성북구 아리랑로 **-* (동소문동*가)","02830","페리독","20190327103344","U","2021-12-04 22:07:00.0","","201323.411535301","454759.589066045","","","","",""
"3110000","311000003720140005","20141106","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","070-4685-1318","0","","서울특별시 은평구 갈현동 ***-**번지","서울특별시 은평구 갈현로 *** (갈현동)","03328","Kitty fam","20191231181059","U","2021-12-04 22:07:00.0","","192624.633299948","457978.243527307","","","","",""
"3110000","311000003720140006","20141106","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-383-3351","0","","서울특별시 은평구 녹번동 **-**번지","서울특별시 은평구 통일로 *** (녹번동)","03382","대송애견샵","20150817124500","I","2021-12-04 22:07:00.0","","194172.041254505","455571.733417973","","","","",""
"3240000","324000003720140013","20141103","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 양재대로 **** (길동)","05303","하룻강아지","20161122151355","I","2021-12-04 22:07:00.0","","212453.914837248","448811.888382662","","","","",""
"3150000","315000003720140005","20141030","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강서구 방화동","서울특별시 강서구 방화동로 ** (방화동)","07620","올리브캣","20181025102603","U","2021-12-04 22:07:00.0","","183178.536613761","451292.217792918","","","","",""
"3040000","304000003720140006","20141023","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 광진구 화양동 ***-**번지","서울특별시 광진구 능동로 ***-* *층 (화양동)","05021","피플캣","20150428102951","I","2021-12-04 22:07:00.0","","206452.70528107","449303.457152936","","","","",""
"3050000","305000003720140005","20141016","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 동대문구 이문로*길 * (이문동)","02451","삼마네개냥이","20200819111642","U","2021-12-04 22:07:00.0","","205003.160292304","454519.54728283","","","","",""
"3230000","323000003720140010","20141015","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3213-2741","0","","서울특별시 송파구 신천동 **번지","서울특별시 송파구 올림픽로 *** 엔터테이먼트동 지하*층 (신천동 롯데마트 내)","05551","롯데마트 월드타워점 펫가든","20190125165849","U","2021-12-04 22:07:00.0","","209074.900840074","445657.80932984","","","","",""
"3150000","315000003720140004","20141015","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3662-3533","0","","서울특별시 강서구 등촌동","서울특별시 강서구 화곡로 *** (등촌동 삼성홈플러스강서점)","07567","도그플러스 동물병원","20150807145521","I","2021-12-04 22:07:00.0","","187119.948165892","450691.593173724","","","","",""
"3210000","321000003720140003","20141014","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 서초구 양재동 **-*","서울특별시 서초구 바우뫼로 ***-* (양재동)","06748","리얼독스","20210309161820","U","2021-12-04 22:07:00.0","","203474.456895625","441809.988289641","","","","",""
"3240000","324000003720140012","20141013","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","024730919","0","","","서울특별시 강동구 상암로 ** (명일동)","134830","조이애견","20141013111153","I","2021-12-04 22:07:00.0","","211228.337999032","449705.745602701","","","","",""
"3230000","323000003720140009","20141008","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 신천동","서울특별시 송파구 올림픽로 *** 엔터네이먼트동 지하*층 (신천동 롯데마트 내)","05551","펫가든동물병원 월드타워점","20180626142900","I","2021-12-04 22:07:00.0","","209129","445785","","","","",""
"3160000","316000003720140009","20141002","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","2066-2997","0","","서울특별시 구로구 궁동 ***-***번지","서울특별시 구로구 부일로**길 ** ***호 (궁동)","08255","왈왈애견샵","20180917144340","U","2021-12-04 22:07:00.0","","185142.026299083","443651.783588346","","","","",""
"3130000","313000003720140005","20140929","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","070 8717 0211","0","","서울특별시 마포구 창전동 **-*","서울특별시 마포구 서강로 ** (창전동)","04065","오게이독","20200625155852","U","2021-12-04 22:07:00.0","","193920.260011656","449788.593953461","","","","",""
"3040000","304000003720140005","20140918","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2104-5008","0","","서울특별시 광진구 자양동 ***-*","서울특별시 광진구 아차산로 *** 지하*층 (자양동)","05065","몰리스펫샵 자양점","20210513174206","U","2021-12-04 22:07:00.0","","206349.675048285","448396.939704285","","","","",""
"3030000","303000003720140009","20140915","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-6275-1542","0","","서울특별시 성동구 성수동*가 ***번지 *층","서울특별시 성동구 성수이로*길 ** *층 (성수동*가)","04775","스누피도기","20180503132622","I","2021-12-04 22:07:00.0","","204541.919115346","448386.387429443","","","","",""
"3040000","304000003720140004","20140915","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","453-7338","0","","서울특별시 광진구 구의동 ***-**","서울특별시 광진구 자양로 *** *층 (구의동)","05038","나비캣 서울고양이분양 본점","20210916140138","U","2021-12-04 22:07:00.0","","207434.293278091","449030.265727732","","","","",""
"3180000","318000003720140003","20140912","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 영등포구 영등포동*가 ***번지 센트럴푸르지오시티상가 *층","서울특별시 영등포구 문래로 *** *층 ***호***호 (영등포동*가 센트럴푸르지오시티상가)","07305","바우스토리 영등포점","20160805155408","I","2021-12-04 22:07:00.0","","191262.545649125","446198.631098805","","","","",""
"3240000","324000003720140011","20140912","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 천중로 *** (길동)","05342","럭키퍼피","20161117151434","I","2021-12-04 22:07:00.0","","212231.685392043","448745.001855351","","","","",""
"3140000","314000003720140006","20140912","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","2650-8988","0","","서울특별시 양천구 신정동 ***-*번지 센트럴프라자 지하*층 GS마트","서울특별시 양천구 목동서로 *** (신정동 센트럴프라자 지하*층 GS마트)","08095","아쿠아플러스(주) GS 양천구청점","20170228155915","I","2021-12-04 22:07:00.0","","188039.543424546","446149.197185122","","","","",""
"3060000","306000003720140004","20140911","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-435-2082","0","","서울특별시 중랑구 신내동 ***-**","서울특별시 중랑구 신내로 ** *층 (신내동)","02069","사랑해줄 개","20201022093533","U","2021-12-04 22:07:00.0","","208388.326027431","455729.66820185","","","","",""
"3240000","324000003720140010","20140905","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 양재대로***길 **-* (천호동)","05316","하나펫애견","20150713115418","I","2021-12-04 22:07:00.0","","212165.176548994","448951.814436862","","","","",""
"3030000","303000003720140008","20140901","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3394-7530","0","","서울특별시 성동구 용답동 **-*번지","서울특별시 성동구 천호대로 *** (용답동)","04804","24시 LC 동물의료센터","20161028112851","I","2021-12-04 22:07:00.0","","204590.476506461","451570.344198532","","","","",""
"3030000","303000003720140007","20140828","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2299-0014","0","","서울특별시 성동구 도선동 ***","서울특별시 성동구 왕십리로 *** (도선동)","04707","달루나캣츠 고양이 전문","20220222150616","U","2021-12-04 22:07:00.0","","202633.660694441","451312.611133462","","","","",""
"3100000","310000003720140002","20140827","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","951-0907","0","","서울특별시 노원구 상계동 ***-*번지 ***호","서울특별시 노원구 동일로 **** ***호 (상계동)","01763","아이엠독","20161113172627","I","2021-12-04 22:07:00.0","","205337.11898304","460895.319692049","","","","",""
"3150000","315000003720140003","20140827","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-6116-1775","0","","서울특별시 강서구 방화동","서울특별시 강서구 하늘길 ** (방화동 스카이시티)","07505","펫가든","20150807145024","I","2021-12-04 22:07:00.0","","182735.786874703","451645.79415100000","","","","",""
"3160000","316000003720140008","20140826","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-2697-2481","0","","서울특별시 구로구 고척동 ***-**번지","서울특별시 구로구 고척로 *** (고척동)","08228","리틀펫","20181130164219","U","2021-12-04 22:07:00.0","","187303.628852341","444815.393231641","","","","",""
"3240000","324000003720140009","20140826","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","032-426-3578","0","","","서울특별시 강동구 양재대로 **** (천호동)","05314","아쿠아플러스(주)","20170303101015","I","2021-12-04 22:07:00.0","","212501.369116329","449282.31038379","","","","",""
"3110000","311000003720140004","20140820","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-382-8654","0","","서울특별시 은평구 불광동 ***-*번지 롯데슈퍼 *층","서울특별시 은평구 통일로 ***-* *층 (불광동 롯데슈퍼)","03350","에이플코리아(주) 범서점 롯데슈퍼내","20150626155447","I","2021-12-04 22:07:00.0","","193035.279146132","457365.911737494","","","","",""
"3160000","316000003720140007","20140819","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","867-0079","0","","서울특별시 구로구 구로동 ***-**번지","서울특별시 구로구 구로동로**길 **-* (구로동)","08314","예쁜강아지","20160805165506","I","2021-12-04 22:07:00.0","","190007.601114481","442789.201400378","","","","",""
"3180000","318000003720140002","20140801","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","831-0169","0","","서울특별시 영등포구 영등포동 ***-***번지","서울특별시 영등포구 신길로**길 ** (영등포동)","07307","트루펫(true pet)","20141013165632","I","2021-12-04 22:07:00.0","","191908.838275563","445897.001205213","","","","",""
"3200000","320000003720140003","20140731","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-878-0079","0","","서울특별시 관악구 신림동 ****-*번지","서울특별시 관악구 봉천로 ***-* *층 (신림동)","08753","나빌레라","20160707171236","I","2021-12-04 22:07:00.0","","193885.506921639","442808.467960228","","","","",""
"3240000","324000003720140008","20140730","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-477-2236","0","","","서울특별시 강동구 성안로 *** (길동)","05354","우리동물병원","20160531133042","I","2021-12-04 22:07:00.0","","211890.252444849","448299.13971983","","","","",""
"3040000","304000003720140003","20140729","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 광진구 구의동 **-**번지","서울특별시 광진구 자양로 *** 지층 (구의동)","04991","슈퍼독","20150629170514","I","2021-12-04 22:07:00.0","","207509.04296926","449285.020450024","","","","",""
"3210000","321000003720140002","20140728","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 서초구 양재동 *-* *층","서울특별시 서초구 바우뫼로 *** *층 (양재동)","06745","도그스페이스","20210630104954","U","2021-12-04 22:07:00.0","","203578.82075276","442031.284672048","","","","",""
"3230000","323000003720140008","20140725","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 가락동 ***-**번지 *층","서울특별시 송파구 송이로**길 * *층 (가락동)","05827","파피비니","20150731144809","I","2021-12-04 22:07:00.0","","211040.981096136","443471.000018921","","","","",""
"3230000","323000003720140007","20140721","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 석촌동 *-*번지 *층","서울특별시 송파구 삼학사로 ** *층 (석촌동)","05612","잠실베스트 동물메디컬센터","20180626165729","I","2021-12-04 22:07:00.0","","208542.14164305","444755.616935219","","","","",""
"3130000","313000003720140004","20140718","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-6013-6620","0","","서울특별시 마포구 망원동 ***-*","서울특별시 마포구 망원로*길 ** (망원동)","04009","굿퍼피","20201125162235","U","2021-12-04 22:07:00.0","","191417.747090571","450378.909678828","","","","",""
"3160000","316000003720140006","20140716","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 구로구 오류동 ***-**번지","서울특별시 구로구 서해안로**길 * (오류동)","08341","핑크앤블루","20161107172105","I","2021-12-04 22:07:00.0","","186034.836852174","443420.151737527","","","","",""
"3230000","323000003720140006","20140716","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 삼전동 ***-*번지","서울특별시 송파구 백제고분로 *** (삼전동)","05603","더애니멀","20150610091635","I","2021-12-04 22:07:00.0","","208401.243206636","444512.866698716","","","","",""
"3130000","313000003720140003","20140711","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-337-8788","0","","서울특별시 마포구 동교동 ***-** 연희빌딩 ***호","서울특별시 마포구 홍익로*길 ** (동교동 연희빌딩 ***호)","04051","멍멍멍","20201210170224","U","2021-12-04 22:07:00.0","","193285.355232034","450519.977964635","","","","",""
"3030000","303000003720140005","20140711","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-466-9584","0","","서울특별시 성동구 성수동*가 ***-**","서울특별시 성동구 성덕정길 **-* (성수동*가)","04775","미니펫 강아지고양이 성수점","20200922142733","U","2021-12-04 22:07:00.0","","204712.095250408","448359.93429363","","","","",""
"3030000","303000003720140006","20140711","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","070-8288-6722","0","","서울특별시 성동구 성수동*가 ***-**번지 *층","서울특별시 성동구 뚝섬로 *** *층 (성수동*가)","04775","정퍼피 라이트","20150526095844","I","2021-12-04 22:07:00.0","","204392.510066766","448620.419650864","","","","",""
"3230000","323000003720140005","20140709","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 문정동 *-*번지","서울특별시 송파구 송이로 *** (문정동 성해아파트)","05796","문정 탑 동물병원","20161209155958","I","2021-12-04 22:07:00.0","","211133.028370272","443191.963476119","","","","",""
"3200000","320000003720140002","20140708","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","070-8804-9990","0","","서울특별시 관악구 신림동 ****-*번지 *층","서울특별시 관악구 난곡로 *** *층 (신림동)","08772","D&amp;C","20160713104012","I","2021-12-04 22:07:00.0","","192391.681539949","442153.354443884","","","","",""
"3220000","322000003720140004","20140707","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","565-7982","0","","서울특별시 강남구 삼성동 ***-**번지 지하*층","서울특별시 강남구 선릉로***길 ** (삼성동 지하*층)","06161","러브펫멀티펫샵","20180817113226","I","2021-12-04 22:07:00.0","","204330.827540274","444936.533279717","","","","",""
"3110000","311000003720140003","20140704","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-308-8494","0","","서울특별시 은평구 수색동 **-**번지 ***호","서울특별시 은평구 수색로 ***-* ***호 (수색동)","03505","디지탈디자인(INTERZOO)","20150807162539","I","2021-12-04 22:07:00.0","","191040.327177392","452926.321686795","","","","",""
"3090000","309000003720140004","20140702","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","943-2275","0","","서울특별시 도봉구 도봉동 ***-**번지","서울특별시 도봉구 도봉로 *** (도봉동)","01310","도봉동물병원","20180704160210","I","2021-12-04 22:07:00.0","","203787.970893723","463362.584769324","","","","",""
"3060000","306000003720140003","20140702","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-435-3111","0","","서울특별시 중랑구 면목동 **-*번지","서울특별시 중랑구 봉우재로 *** (면목동)","02156","취미타운","20140702140337","I","2021-12-04 22:07:00.0","","208133.724506844","454626.056421657","","","","",""
"3110000","311000003720140002","20140624","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 은평구 역촌동 **-**번지","서울특별시 은평구 서오릉로 ** (역촌동)","03404","Pet#","20140624143336","I","2021-12-04 22:07:00.0","","192961.495459069","456191.757559834","","","","",""
"3060000","306000003720140002","20140624","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-6080-3150","0","","서울특별시 중랑구 묵동 ***-***번지","서울특별시 중랑구 동일로***길 **-* (묵동)","02039","러블리펫","20190703131628","U","2021-12-04 22:07:00.0","","206952.752930515","456261.976510349","","","","",""
"3010000","301000003720080006","20140623","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","2272-4326","0","","서울특별시 중구 충무로*가 ***-**번지","서울특별시 중구 퇴계로 *** (충무로*가)","04558","우리집막내둥이","20191203141131","U","2021-12-04 22:07:00.0","","199627.573737549","451090.724286748","","","","",""
"3240000","324000003720140006","20140620","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 풍성로 ** (성내동)","05386","코코펫","20181017155112","U","2021-12-04 22:07:00.0","","210834.232352741","447827.165330896","","","","",""
"3020000","302000003720140003","20140617","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 용산구 한강로*가 **-***번지 지하*층","서울특별시 용산구 한강대로**길 ** 지하*층 (한강로*가)","04377","그린프레밀리","20160201110643","I","2021-12-04 22:07:00.0","","196762.077394917","447480.039577359","","","","",""
"3060000","306000003720140001","20140616","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-434-7722","0","","서울특별시 중랑구 면목동 ***-**번지","서울특별시 중랑구 면목로**길 ** *층 (면목동)","02228","펫조아 강아지 조아","20160525094740","I","2021-12-04 22:07:00.0","","207588.341872937","453230.181343883","","","","",""
"3200000","320000003720140001","20140610","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","02-3285-7272","0","","서울특별시 관악구 신림동 **-***번지 *층","서울특별시 관악구 남부순환로 **** *층 (신림동)","08780","지니앤독","20160707152059","I","2021-12-04 22:07:00.0","","194313.076727251","442463.620525179","","","","",""
"3070000","307000003720140003","20140609","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","070-8690-2666","0","","서울특별시 성북구 길음동 ***-**번지","서울특별시 성북구 길음로 ** (길음동)","02722","네츄럴독","20170524153357","I","2021-12-04 22:07:00.0","","201972.669404447","455776.638397715","","","","",""
"3090000","309000003720140003","20140530","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 도봉구 창동 ***-**번지","서울특별시 도봉구 노해로**길 * *층 (창동 이마트 창동점)","01405","주식회사 그린프레밀리","20190401113711","U","2021-12-04 22:07:00.0","","204107.090272108","461072.642448925","","","","",""
"3140000","314000003720140005","20140529","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 양천구 신월동 ***-**번지 *층","서울특별시 양천구 남부순환로**길 ** *층 (신월동)","07913","리틀 독(Little Dog)","20141229153202","I","2021-12-04 22:07:00.0","","184497.895357014","447851.619544754","","","","",""
"3240000","324000003720140005","20140528","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","","서울특별시 강동구 진황도로 ** (천호동)","05337","러브펫멀티펫샵강동역점","20170220190916","I","2021-12-04 22:07:00.0","","211651.246052483","448428.58221003","","","","",""
"3230000","323000003720140004","20140519","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 송파구 문정동 **-*번지","서울특별시 송파구 동남로*길 ** *층 ***호 (문정동)","05803","바우스토리 송파점","20170302164410","I","2021-12-04 22:07:00.0","","210982.298142462","442853.754043001","","","","",""
"3080000","308000003720140003","20140515","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강북구 미아동 ***-**번지","서울특별시 강북구 솔매로 **-* (미아동)","01168","올리브애견샵","20160303165039","I","2021-12-04 22:07:00.0","","201625.648707735","458045.964102304","","","","",""
"3220000","322000003720140003","20140513","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","1577-6125","0","","서울특별시 강남구 청담동 **번지","서울특별시 강남구 도산대로 *** (청담동)","06015","이리온동물병원","20190123184449","U","2021-12-04 22:07:00.0","","203876.65494992","446925.480533226","","","","",""
