객체id,id,비오톱유형,면적,유형분류,자연성등급,서식지기능,비오톱면적,출현빈도,비오톱위치,출현여부,평가a,평가b,개별평가,평가등급,유형평가
525632,4268,B1,3768.00944,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525631,4266,B1,7064.50001,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525630,4262,B1,25196.50293,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525629,4260,B1,19375.1723,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525628,4257,B1,64504.80882,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525627,4255,B1,8233.99755,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525626,4252,B1,7780.4987,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525625,4248,B1,26897.7765,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525624,4243,B1,84507.74991,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525623,4242,B1,3326.16857,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525622,4239,B1,3525.99885,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525621,4237,B1,5931.50001,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525620,4234,B1,4850.84247,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525619,3785,B1,2327.04213,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525618,3784,B1,15006.57551,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525617,3781,B1,11959.33786,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525616,3780,B1,1289.40707,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525615,3778,B1,9591.0662,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525614,3776,B1,3834.79688,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525613,3775,B1,22102.26452,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525612,3773,B1,10046.98632,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525611,3771,B1,9973.87486,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525610,3769,B1,8683.4002,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525609,3768,B1,3337.35953,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525608,3766,B1,1773.18454,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525607,3764,B1,3497.82291,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525606,3763,B1,14283.45066,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525605,3761,B1,10043.00434,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525604,3760,B1,4004.77015,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525603,3758,B1,4739.78772,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525602,3755,B1,1582.50093,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525601,2545,A7,67214.22406,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525600,2543,A7,10962.05207,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525599,4668,B1,8239.71199,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525598,2540,A7,91503.22614,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525597,2388,A7,31503.12143,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525596,2386,A7,23136.93301,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525595,2384,A7,4384.27626,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525594,2379,A7,49105.46731,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525593,2376,A7,69713.20672,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525592,2375,A7,14188.00003,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525591,2372,A7,23974.79256,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525590,2369,A7,8284.90625,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525589,2367,A7,2129.89611,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525588,2363,A7,12162.48217,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525587,2360,A7,70063.55436,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525586,2359,A7,7842.91763,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525585,4635,B1,53773.33484,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525584,4634,B1,7837.5769,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525583,4631,B1,40483.16374,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525582,4629,B1,8210.5053,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525581,4627,B1,36865.4001,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525580,4624,B1,29294.95034,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525579,4622,B1,44185.9152,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525578,4620,B1,3468.66272,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525577,4617,B1,65069.14799,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525576,4615,B1,39.08456,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525575,4612,B1,3280.22654,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525574,4609,B1,30453.00105,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525573,4606,B1,6419.22289,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525572,4704,B1,23140.33723,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525571,4702,B1,17206.25424,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525570,4701,B1,5140.56186,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525569,4700,B1,305.99974,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525568,4699,B1,2829.6089,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525567,4696,B1,43150.68013,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525566,4694,B1,6606.15046,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525565,4693,B1,10294.85736,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525564,4691,B1,1902.4457,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525563,4690,B1,4549.10188,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525562,4688,B1,17924.50055,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525561,4687,B1,5151.08433,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525560,4685,B1,1694.0009,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525559,4683,B1,10142.00127,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525558,4681,B1,13172.92236,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525557,4679,B1,942.12975,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525556,4678,B1,7415.13597,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525555,4677,B1,249.40359,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525554,4675,B1,1260.28951,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525553,4674,B1,3526.02459,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525552,4672,B1,4573.94509,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525551,4670,B1,28757.20127,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525550,6596,B4,45058.44726,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525549,6594,B4,57196.64606,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525548,6592,B4,68650.17933,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525547,6589,B4,47476.44113,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525546,6587,B4,23002.30856,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525545,6585,B4,8714.00002,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525544,6583,B4,5122.49662,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525543,6579,B4,21439.43609,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525542,6578,B4,6395.4979,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525541,6574,B4,6502.50001,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525540,6569,B4,58527.72437,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525539,6568,B4,155872.00371,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525538,6567,B4,10893.00002,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525537,6564,B4,46829.50009,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525536,6563,B4,9451.70865,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525535,6561,B4,1545.33089,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525534,6028,B3,4762.28099,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525533,6027,B3,4720.57743,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525532,6025,B3,9705.91898,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525531,6024,B3,6847.77183,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525530,6022,B3,8572.50078,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525529,6020,B3,22393.36123,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525528,6019,B3,4219.72945,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525527,6016,B3,4902.8967,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525526,6014,B3,23235.13331,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525525,6012,B3,16384.99491,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525524,6011,B3,1341.62178,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525523,6009,B3,17022.80752,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525522,6008,B3,3409.3788,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525521,6005,B3,12398.84393,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525520,6006,B3,3399.14113,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525519,6004,B3,24168.58549,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525518,6002,B3,8073.29109,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525517,5999,B3,32124.77423,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525516,5997,B3,3463.77857,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525515,5992,B3,88701.49202,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525514,5991,B3,49249.00163,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525513,5988,B3,2103.37966,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525512,5764,B2,205.42371,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525511,5761,B2,21215.69475,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525510,5759,B2,2929.78698,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525509,5755,B2,7088.30265,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525508,5754,B2,6002.96416,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525507,5752,B2,1883.69156,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525506,5750,B2,1388.80694,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525505,5747,B2,648.05176,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525504,5744,B2,46514.76483,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525503,5742,B2,43765.31892,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525502,5741,B2,4490.00017,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525501,5737,B2,5320.85924,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525500,5734,B2,42126.61217,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525499,5732,B2,8814.47593,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525498,3526,A9,38644.49911,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525497,3524,A9,69108.03556,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525496,3522,A9,6056.24765,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525495,3520,A9,33957.06412,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525494,3518,A9,30393.76745,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525493,3516,A9,16489.84941,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525492,3514,A9,7711.09314,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525491,3510,A9,78817.4277,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525490,2928,A8,71426.50593,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525489,2926,A8,39109.33166,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525488,2923,A8,239556.19916,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525487,2921,A8,21483.86891,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525486,2918,A8,174397.24187,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525485,2916,A8,91294.49959,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525484,2915,A8,7258.06767,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525483,2913,A8,30534.93302,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525482,2911,A8,56322.02544,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525481,2910,A8,4660.39572,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525480,2907,A8,140225.81898,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525479,2906,A8,23554.69416,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525478,3004,A8,41835.34078,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525477,2799,A7,14169.18259,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525476,2797,A7,53439.2426,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525475,2793,A7,7128.76006,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525474,2791,A7,10042.35616,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525473,2788,A7,42975.91423,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525472,2787,A7,182372.67421,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525471,2784,A7,78436.42558,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525470,2782,A7,35347.6543,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525469,2779,A7,10124.38185,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525468,2778,A7,15735.17196,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525467,2776,A7,6187.11576,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525466,2774,A7,2616.6562,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525465,2772,A7,96441.20996,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525464,2771,A7,4908.50209,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525463,2767,A7,10298.37073,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525462,2766,A7,5661.13483,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525461,2763,A7,22092.10505,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525460,2762,A7,62421.47344,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525459,3751,B1,14926.99817,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525458,3749,B1,16436.35454,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525457,3747,B1,10609.63012,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525456,3745,B1,4094.82723,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525455,3744,B1,29915.16691,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525454,3741,B1,36544.9999,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525453,3740,B1,1707.54728,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525452,3737,B1,70757.49514,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525451,3735,B1,6522.95456,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525450,3733,B1,14476.39006,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525449,3732,B1,2556.91242,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525448,3730,B1,7118.75176,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525447,3728,B1,8037.47324,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525446,3726,B1,2788.32719,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525445,3725,B1,22935.14629,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525444,3723,B1,12600.13949,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525443,3568,B1,11220.949,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525442,3566,B1,953.62624,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525441,3565,B1,750.77778,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525440,3564,B1,1380.8593,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525439,3562,B1,135577.28481,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525438,3559,B1,39532.92696,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525437,3558,B1,2056.59585,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525436,3556,A9,20268.63043,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525435,3554,A9,3179.31841,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525434,3552,A9,101201.50218,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525433,3551,A9,10809.00213,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525432,3548,A9,5732.4431,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525431,3547,A9,6197.47568,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525430,3545,A9,5655.50001,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525429,3543,A9,39868.33392,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525428,3541,A9,7715.00939,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525427,3540,A9,6194.05166,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525426,3538,A9,77921.50871,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525425,3535,A9,10070.59486,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525424,3533,A9,46857.07923,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525423,3531,A9,34316.50595,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525422,3529,A9,4942.56718,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525421,3528,A9,7904.36954,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525420,3525,A9,42410.78027,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525419,3523,A9,24263.46577,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525418,3521,A9,3587.14013,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525417,3519,A9,22166.6417,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525416,2943,A8,10787.57077,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525415,2942,A8,46631.01766,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525414,2941,A8,14001.64781,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525413,2939,A8,16178.00144,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525412,2937,A8,96604.99442,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525411,2935,A8,48379.50159,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525410,2934,A8,18647.89932,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525409,2932,A8,87945.00362,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525408,2931,A8,5401.4971,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525407,2929,A8,123968.22513,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525406,2927,A8,106233.96741,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525405,2925,A8,8852.98664,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525404,2924,A8,56117.02638,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525403,2922,A8,53473.84606,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525402,4666,B1,8557.80223,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525401,4665,B1,10279.47189,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525400,4664,B1,6505.65686,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525399,4662,B1,21060.45551,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525398,4660,B1,5740.42305,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525397,4388,B1,23770.43908,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525396,4384,B1,38505.50148,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525395,4383,B1,1093.689,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525394,4379,B1,23617.69227,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525393,4376,B1,12204.43388,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525392,4373,B1,72088.85995,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525391,4370,B1,2411.54248,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525390,4367,B1,5927.90524,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525389,4362,B1,35802.30604,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525388,4361,B1,5382.79752,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525387,4359,B1,38750.48077,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525386,4356,B1,21990.091,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525385,4353,B1,2853.60457,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525384,4350,B1,9390.96941,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525383,4346,B1,2195.66527,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525382,3517,A9,6703.59083,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525381,3515,A9,5338.1938,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525380,3513,A9,8034.82527,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525379,3512,A9,4659.28801,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525378,3511,A9,4757.67683,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525377,3509,A9,26038.81201,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525376,3507,A9,11928.19261,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525375,3504,A9,41380.82222,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525374,3502,A9,24237.03124,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525373,3500,A9,79834.48942,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525372,3499,A9,8935.49842,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525371,3496,A9,51304.982,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525370,3495,A9,33418.33344,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525369,3494,A9,3994.18611,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525368,3489,A9,87766.57684,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525367,3487,A9,33674.24839,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525366,3486,A9,73849.18959,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525365,3482,A9,38055.27534,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525364,3481,A9,87873.83904,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525363,3480,A9,23376.63327,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525362,3479,A9,26931.99576,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525361,3477,A9,59560.86116,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525360,5730,B2,16331.74394,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525359,5728,B2,20292.89071,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525358,5725,B2,11620.54795,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525357,5722,B2,6261.746,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525356,5720,B2,4798.30264,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525355,5717,B2,22366.99329,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525354,5715,B2,31102.13754,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525353,5711,B2,37762.61624,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525352,5708,B2,29834.48657,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525351,5707,B2,46378.20514,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525350,5706,B2,39644.25283,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525349,5804,B3,5372.50158,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525348,5803,B3,23150.00274,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525347,5802,B3,12940.00076,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525346,5801,B3,53714.00231,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525345,5800,B3,31170.95936,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525344,5799,B3,6014.15725,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525343,5798,B3,9504.9988,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525342,5797,B3,7280.53926,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525341,5796,B3,35950.50331,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525340,5795,B3,6772.5002,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525339,5794,B3,8998.82942,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
525338,5014,B1,16192.99808,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525337,5012,B1,73147.99684,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525336,5008,B1,18468.77671,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525335,5007,B1,13548.5464,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525334,5105,B1,18966.78664,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525333,5103,B1,1596.1363,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525332,5102,B1,3986.70592,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525331,5099,B1,2994.33287,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525330,5098,B1,4902.25104,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525329,5095,B1,3192.67147,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525328,5094,B1,5162.02779,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525327,5091,B1,722.9104,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525326,5090,B1,11345.49749,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525325,5089,B1,973.38965,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525324,5086,B1,1449.3417,3,0,0,0,0,0,0,0,0,30,평가제외,4등급
525323,7468,B4,653.49987,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525322,7465,B4,181170.95562,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525321,7461,B4,36003.39585,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525320,7459,B4,37302.37489,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525319,7456,B4,11359.49685,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525318,7454,B4,110119.58617,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
525317,7452,B4,2184.99288,3,0,0,0,0,0,0,0,0,30,평가제외,5등급
