,contetnt,date,place,tags
836,"['나눈', '럼침대가', '조은데', '왜자꾸', '개침대가서', '누우래', '구러케', '조으면', '지가', '개침대', '서', '눕지']",2022-10-09,,[]
837,"['비', '오지만', '개놀이터', '출석']",2022-10-09,동락공원반려견놀이터,[]
838,"['반려견과함께', '반려견교육', '반려견그램', '반려견그림', '반려견놀이터', '반려견동반', '반려견동반가능', '반려견동반숙소', '반려견동반식당', '반려견동반여행']",2022-10-09,,"['반려견과함께', '반려견교육', '반려견그램', '반려견그림', '반려견놀이터', '반려견동반', '반려견동반가능', '반려견동반숙소', '반려견동반식당', '반려견동반여행']"
839,"['블리스풀', '오픈', '현재날씨비', '안', '와요', '잔디는', '축축해요', '목욕실', '예약은', '네이버로', '해주세요', '월요일도', '오픈해요']",2022-10-09,환상의 섬 Jeju Island,"['블리스풀', '오픈', '현재날씨비']"
840,"['비오는', '날에도', '출근한', '저랑', '삼콩대리', '오늘은', '뭘할까', '하다가', '식집사로', '변신', '빗물이', '보약이라던데', '잘', '먹고', '쑥쑥', '커라', '화성시', '송산면', '당성로', '번길', '개인카페', '컨테이너와', '포도밭', '사이', '비포장도로로', '들어오세요', '월말경', '도로공사', '예정입니다', '평대', '천연잔디', '운동장', '평대', '실내공간', '강아지', '입장료엔', '즉석사진', '한장과', '웰컴푸드가', '따라와요', '화성애견카페', '안산애견카페', '봉담애견카페', '남양애견카페', '오산애견카페', '평택애견카페', '안양애견카페', '수원애견카페', '동탄애견카페', '애견동반카페', '애견동반식당', '애견운동장', '멍스타그램', '신상애견카페', '애견핫플', '반려견운동장', '애견카페', '애견운동장', '애견놀이터', '반려견놀이터', '댕댕이', '멍스타그램', '개in카페']",2022-10-09,,"['화성애견카페', '안산애견카페', '봉담애견카페', '남양애견카페', '오산애견카페', '평택애견카페', '안양애견카페', '수원애견카페', '동탄애견카페', '애견동반카페', '애견동반식당', '애견운동장', '멍스타그램', '신상애견카페', '애견핫플', '반려견운동장', '애견카페', '애견운동장', '애견놀이터', '반려견놀이터', '댕댕이', '멍스타그램', '개in카페']"
841,"['지난주', '일요일에', '대전이였지', '여기', '진쨔', '좋았는뎀', '건빵이랑', '건빵닮은', '우동잌', '헷갈료', '대전', '대전반려동물공원', '반려견놀이터', '강아지놀이터']",2022-10-09,대전,"['대전', '대전반려동물공원', '반려견놀이터', '강아지놀이터']"
842,"['빗소리에', '집중하기']",2022-10-09,상암동 하늘공원,[]
843,"['카페흐노니입니다', '비가와도', '정상영업합니다', '실내에서', '좋은시간', '보내세요', '내일도', '정상영업합니다', '카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']",2022-10-09,흐노니,"['카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']"
844,"['비오는날', '산책하기', '망설여진다면', '허브향기', '가득한', '허브펫하우스', '만수', '시바', '진도', '블랙탄', '허브펫하우스', '용인', '반려견놀이터', '애견놀이터', '애견카페', '체험농장', '허브', '체험', '강이지', '에버랜드', '실내', '실외', '애견동반', '노키즈존', '포토존', '이쁜', '사진', '식물', '힐링', '수도권', '근교', '산책']",2022-10-09,,"['만수', '시바', '진도', '블랙탄', '허브펫하우스', '용인', '반려견놀이터', '애견놀이터', '애견카페', '체험농장', '허브', '체험', '강이지', '에버랜드', '실내', '실외', '애견동반', '노키즈존', '포토존', '이쁜', '사진', '식물', '힐링', '수도권', '근교', '산책']"
845,"['두리멍쉴', '박', '일', '머물게', '된', '유키', '라는', '친구에용상주견인', '강이와도', '잘', '놀고', '엄청', '순둥순둥이뿌다지요', '강삼이와는', '서로', '무서워하긴', '하지만가끔', '장난도', '한번씩', '치고', '있답니다', '구여운', '칭구들', '비가', '오는', '주말이지만', '비', '좋아하는', '칭구들이', '있다지요', '두리멍쉴', '오늘도', '오픈했답니다얼른', '놀러오시개', '두리멍쉴', '애견카페', '애견놀이터', '의정부애견카페', '경기도애견카페', '포천애견카페', '별내애견카페', '동두천애견카페', '남양주애견카페', '서울근교애견카페', '애견동반카페', '애견운동장', '강아지운동장', '반려견놀이터', '소형견', '중형견', '대형견', '애견카페추천', '대형견가능카페', '의정부애견카페추천', '떡볶이맛집', '불멍', '불멍카페']",2022-10-09,두리멍쉴,"['두리멍쉴', '두리멍쉴', '두리멍쉴', '애견카페', '애견놀이터', '의정부애견카페', '경기도애견카페', '포천애견카페', '별내애견카페', '동두천애견카페', '남양주애견카페', '서울근교애견카페', '애견동반카페', '애견운동장', '강아지운동장', '반려견놀이터', '소형견', '중형견', '대형견', '애견카페추천', '대형견가능카페', '의정부애견카페추천', '떡볶이맛집', '불멍', '불멍카페']"
846,"['하치', '나나', '네이처독', '헤세의정원', '반려견놀이터', '반려견수영장', '시바이누', '시바견', 'shiba']",2022-10-09,네이처독,"['네이처독', '헤세의정원', '반려견놀이터', '반려견수영장', '시바이누', '시바견', 'shiba']"
847,"['금요일', '영흥도', '놀다가시개', '탄여기저기', '마킹하고', '뛰어다니느라', '바쁜', '꼬미', '네', '맞아요', '저기', '보이는', '파란물', '바다맞아요', '댕댕이는', '신나게', '뛰어놀고', '보호자는', '바다뷰', '즐기며', '커피', '마시고', '힐링', '해피', '동땡', '이쁘니', '무덤도', '가보고', '펜션', '사무실도', '가보', '오리배도', '보고호기심대장', '꼬미는', '여기저기', '다', '가보고', '내', '땅', '만드느라', '바쁨', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '인스타친구', '영흥도', '영흥도펜션타운', '놀다가시개', '커피', '뷰맛집', '오션뷰', '반려견놀이터', '애견놀이터', '추천', '사장님과', '알바즈', '유럽풍펜션', '놀이기구', '힐링', '런스타그램', '호기심', '이쁘니', '명복을', '빌어요', '댕댕이']",2022-10-08,,"['말티즈', '포메라니안', '인스타친구', '영흥도', '영흥도펜션타운', '놀다가시개', '커피', '뷰맛집', '오션뷰', '반려견놀이터', '애견놀이터', '추천', '사장님과', '유럽풍펜션', '놀이기구', '힐링', '런스타그램', '호기심', '이쁘니', '댕댕이']"
848,"['금요일', '영흥도', '반려견놀이터', '놀다가시개', '탄인스타', '칭구', '해피', '사장님', '찬스로', '놀이터', '독차지하고', '놀기', '돌아다니며', '내', '땅이라', '찜콩', '하느라', '바쁜', '꼬미', '어질리티', '도구들은', '냄새만', '맡고', '체험은', '쿨하게', '패스해보리긔', '풀이', '많아서', '꼬미는', '아주', '신났어요', '옴마는', '맛있는', '떡볶이와', '김말이를', '먹으면서', '바다를', '보다니', '사당님이', '주신', '코코아도', '달달따뜻하니', '마싰어요', '유럽풍', '펜션', '영흥도펜션타운의', '사자', '조각상', '배경으로', '사진찍기', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '인스타친구', '영흥도', '영흥도펜션타운', '놀다가시개', '떡볶이맛집', '뷰맛집', '오션뷰', '반려견놀이터', '애견놀이터', '추천', '사장님과', '알바즈', '유럽풍펜션', '사자', '조각상']",2022-10-08,,"['말티즈', '포메라니안', '인스타친구', '영흥도', '영흥도펜션타운', '놀다가시개', '떡볶이맛집', '뷰맛집', '오션뷰', '반려견놀이터', '애견놀이터', '추천', '사장님과', '유럽풍펜션', '사자']"
849,"['친구들오늘은', '오랜만에', '호수공원에', '있는', '반려견놀이터', '룰', '갔어', '작년이랑', '제작년에는', '코로나때문에', '못가서', '슬펐는데', '오늘가니', '오랜만에', '예전', '친구들도', '만나규', '넘', '좋았오', '비비는', '여기', '처음', '왔으니껭', '내가', '열심히', '댈꼬', '다녀줬다갱', '까까도', '벤치에서', '바람쐬며', '뜯고', '참우로', '가을가을한', '토요일이였다개', '아임바니', '바니그램', '바니야놀자', '시고르자브종하이브리드형', '바비자매', '비비일기', '포메라니안', '번식장구조견', '사지말고입양하세요', '애견운동장', '강아지운동장']",2022-10-08,,"['반려견놀이터', '아임바니', '바니그램', '바니야놀자', '시고르자브종하이브리드형', '바비자매', '비비일기', '포메라니안', '번식장구조견', '사지말고입양하세요', '애견운동장', '강아지운동장']"
850,"['꽃향기를', '맡으면', '힘이솟는', '루이', '꽃향기를맡으면', '힘이솟는', '루이', '비숑', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']",2022-10-08,,"['꽃향기를맡으면', '힘이솟는', '루이', '비숑', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']"
851,"['하늘이', '너무', '맑고', '예뻤던', '오늘', '멍뭉이가족과', '사람얼라', '둘', '데리고뛰뛰', '하러', '반려견놀이터', '댕기옴', '더', '추워지기전에', '많이', '오자', '오늘도', '잘', '놀아줘서', '고마워', '청주반려견놀이터', '골든리트리버', '골댕이가족', 'goldenretriever', '포도꼬리털이풍성해지길', '슬기로운뛰뛰생활', '우리는가족입니다']",2022-10-08,,"['반려견놀이터', '청주반려견놀이터', '골든리트리버', '골댕이가족', 'goldenretriever', '포도꼬리털이풍성해지길', '슬기로운뛰뛰생활', '우리는가족입니다']"
852,"['사이좋게', '잘', '놀아서', '최고', '사이좋게잘놀아요', '언제나다정한', '기특한아이들', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']",2022-10-08,,"['사이좋게잘놀아요', '언제나다정한', '기특한아이들', '애견유치원', '애견놀이방', '애견놀이터', '강아지유치원', '애견호텔링', '강아지호텔', '애견운동장', '반려견유치원', '강아지놀이터', '호텔링', '애견훈련', '강아지운동장', '반려견카페', '반려견운동장', '애견훈련소', '반려견놀이터', '반려견호텔', '개치원', '영종도', '하늘도시', '운서동', '을왕리', '영종도애견호텔', '영종도애견유치원', '영종도강아지유치원', '영종도강아지호텔']"
